0,1
as_south salmara mankachar,east delhi 
as_south salmara mankachar,faridabad 
as_south salmara mankachar,new delhi 
as_south salmara mankachar,south delhi 
or_ganjam,south east delhi 
or_ganjam,east delhi 
or_ganjam,bulandshahr 
or_ganjam,hapur 
or_ganjam,faridabad 
or_ganjam,aligarh 
or_ganjam,ghaziabad 
or_ganjam,palwal 
ct_gariaband,gautam buddha nagar 
ct_gariaband,east delhi 
ct_gariaband,hapur 
ct_gariaband,north east delhi 
ct_gariaband,shahdara 
ct_gariaband,north delhi 
ct_gariaband,meerut 
ct_gariaband,baghpat 
dl_south delhi,panipat 
dl_south delhi,jind 
dl_south delhi,rohtak 
dl_south delhi,north west delhi 
dl_south delhi,north delhi 
dl_south delhi,baghpat 
dl_south delhi,jhajjar 
up_baghpat,panipat 
up_baghpat,shamli 
up_baghpat,muzaffarnagar 
up_baghpat,sonipat 
up_baghpat,ghaziabad 
up_baghpat,north delhi 
up_baghpat,meerut 
tg_jayashankar bhupalapally,charkhi dadri 
tg_jayashankar bhupalapally,west delhi 
tg_jayashankar bhupalapally,gurugram 
tg_jayashankar bhupalapally,sonipat 
tg_jayashankar bhupalapally,mahendragarh 
tg_jayashankar bhupalapally,rohtak 
tg_jayashankar bhupalapally,rewari 
tg_jayashankar bhupalapally,north west delhi 
tg_jayashankar bhupalapally,south west delhi 
pb_sri muktsar sahib,gurugram 
pb_sri muktsar sahib,new delhi 
pb_sri muktsar sahib,west delhi 
pb_sri muktsar sahib,jhajjar 
jh_gumla,new delhi 
jh_gumla,faridabad 
jh_gumla,nuh 
jh_gumla,rewari 
jh_gumla,south west delhi 
jh_gumla,palwal 
jh_gumla,jhajjar 
jh_gumla,south delhi 
ga_south goa,gurugram 
ga_south goa,new delhi 
ga_south goa,faridabad 
ga_south goa,south east delhi 
up_etah,gautam buddha nagar 
up_etah,south east delhi 
up_etah,gurugram 
up_etah,palwal 
up_etah,south delhi 
hr_kurukshetra,karnal 
hr_kurukshetra,ambala 
hr_kurukshetra,patiala 
hr_kurukshetra,kaithal 
hr_kurukshetra,yamunanagar 
pb_patiala,sangrur 
pb_patiala,ambala 
pb_patiala,jind 
pb_patiala,kaithal 
pb_patiala,sahibzada ajit singh nagar 
pb_patiala,fategarh sahib 
pb_patiala,kurukshetra 
mh_chandrapur,panchkula 
mh_chandrapur,sahibzada ajit singh nagar 
la_kargil,panipat 
la_kargil,shamli 
la_kargil,jind 
la_kargil,saharanpur 
la_kargil,kaithal 
la_kargil,yamunanagar 
la_kargil,kurukshetra 
ct_kabeerdham,patiala 
ct_kabeerdham,kurukshetra 
ct_kabeerdham,karnal 
ct_kabeerdham,jind 
gj_panchmahal,karnal 
gj_panchmahal,shamli 
gj_panchmahal,jind 
gj_panchmahal,sonipat 
gj_panchmahal,baghpat 
wb_jhargram,karnal 
wb_jhargram,sangrur 
wb_jhargram,patiala 
wb_jhargram,panipat 
wb_jhargram,sonipat 
wb_jhargram,kaithal 
wb_jhargram,fatehabad 
wb_jhargram,rohtak 
wb_jhargram,hisar 
ar_shi yomi,karnal 
ar_shi yomi,panipat 
ar_shi yomi,muzaffarnagar 
ar_shi yomi,saharanpur 
ar_shi yomi,baghpat 
pb_rupnagar,charkhi dadri 
pb_rupnagar,jind 
pb_rupnagar,sonipat 
pb_rupnagar,hisar 
pb_rupnagar,bhiwani  
pb_rupnagar,jhajjar 
ka_haveri,jind 
ka_haveri,rohtak 
ka_haveri,fatehabad 
ka_haveri,bhiwani  
ka_haveri,hanumangarh 
up_farrukhabad,sirsa 
up_farrukhabad,sangrur 
up_farrukhabad,mansa 
up_farrukhabad,jind 
up_farrukhabad,hisar 
up_farrukhabad,hanumangarh 
br_saran,patiala 
br_saran,mansa 
br_saran,jind 
br_saran,fatehabad 
br_saran,fategarh sahib 
br_saran,barnala 
br_saran,ludhiana 
hr_bhiwani,churu 
hr_bhiwani,charkhi dadri 
hr_bhiwani,jhunjhunun 
hr_bhiwani,mahendragarh 
hr_bhiwani,rohtak 
hr_bhiwani,hisar 
hr_bhiwani,hanumangarh 
mp_gwalior,sirsa 
mp_gwalior,churu 
mp_gwalior,fazilka 
mp_gwalior,bikaner 
mp_gwalior,muktsar 
mp_gwalior,fatehabad 
mp_gwalior,hisar 
mp_gwalior,bhiwani  
mp_gwalior,sri ganganagar 
tn_sivaganga,bathinda 
tn_sivaganga,mansa 
tn_sivaganga,muktsar 
tn_sivaganga,fatehabad 
tn_sivaganga,hanumangarh 
ka_mandya,sirsa 
ka_mandya,bathinda 
ka_mandya,sangrur 
ka_mandya,fatehabad 
ka_mandya,barnala 
mh_beed,sirsa 
mh_beed,mansa 
mh_beed,moga 
mh_beed,muktsar 
mh_beed,barnala 
mh_beed,faridkot 
mp_morena,sirsa 
mp_morena,bathinda 
mp_morena,fazilka 
mp_morena,firozpur 
mp_morena,faridkot 
mp_morena,hanumangarh 
jh_chatra,mahendragarh 
jh_chatra,rohtak 
jh_chatra,jhajjar 
jh_chatra,bhiwani  
up_maharajganj,charkhi dadri 
up_maharajganj,jaipur 
up_maharajganj,jhunjhunun 
up_maharajganj,sikar 
up_maharajganj,rewari 
up_maharajganj,alwar 
up_maharajganj,bhiwani  
up_maharajganj,jhajjar 
br_rohtas,gurugram 
br_rohtas,nuh 
br_rohtas,mahendragarh 
br_rohtas,alwar 
br_rohtas,jhajjar 
rj_churu,jhunjhunun 
rj_churu,bhiwani  
rj_churu,nagaur 
rj_churu,sikar 
rj_churu,bikaner 
rj_churu,hanumangarh 
up_jhansi,churu 
up_jhansi,mahendragarh 
up_jhansi,sikar 
up_jhansi,bhiwani  
tr_sipahijala,churu 
tr_sipahijala,jaipur 
tr_sipahijala,jhunjhunun 
tr_sipahijala,mahendragarh 
tr_sipahijala,nagaur 
rj_alwar,jaipur 
rj_alwar,nuh 
rj_alwar,mahendragarh 
rj_alwar,rewari 
rj_alwar,dausa 
rj_alwar,bharatpur 
mp_jabalpur,ajmer 
mp_jabalpur,mahendragarh 
mp_jabalpur,nagaur 
mp_jabalpur,sikar 
mp_jabalpur,dausa 
mp_jabalpur,alwar 
mp_jabalpur,tonk 
or_nuapada,gurugram 
or_nuapada,rewari 
or_nuapada,alwar 
or_nuapada,mathura 
or_nuapada,palwal 
or_nuapada,bharatpur 
rj_pali,gautam buddha nagar 
rj_pali,gurugram 
rj_pali,faridabad 
rj_pali,nuh 
rj_pali,aligarh 
rj_pali,mathura 
mn_ukhrul,reasi 
mn_ukhrul,jammu 
mn_ukhrul,ramban 
mn_ukhrul,samba 
mn_ukhrul,doda 
mn_ukhrul,kathua 
mh_jalna,reasi 
mh_jalna,rajauri 
mh_jalna,udhampur 
mh_jalna,samba 
ml_ribhoi,udhampur 
ml_ribhoi,punch 
ml_ribhoi,jammu 
ml_ribhoi,ramban 
ml_ribhoi,rajauri 
ml_ribhoi,kulgam 
tg_sangareddy,kathua 
tg_sangareddy,jammu 
tg_sangareddy,udhampur 
tg_ranga reddy,reasi 
tg_ranga reddy,anantnag 
tg_ranga reddy,udhampur 
tg_ranga reddy,doda 
tg_ranga reddy,kulgam 
rj_rajsamand,reasi 
rj_rajsamand,jammu 
rj_rajsamand,kulgam 
rj_rajsamand,punch 
wb_purba bardhaman,reasi 
wb_purba bardhaman,baramula 
wb_purba bardhaman,badgam 
wb_purba bardhaman,rajauri 
wb_purba bardhaman,kulgam 
jk_kulgam,reasi 
jk_kulgam,anantnag 
jk_kulgam,punch 
jk_kulgam,ramban 
jk_kulgam,shopian 
jk_kulgam,badgam 
jk_kulgam,rajauri 
up_azamgarh,punch 
up_azamgarh,baramula 
up_azamgarh,shopian 
up_azamgarh,pulwama 
up_azamgarh,kulgam 
up_azamgarh,srinagar 
rj_baran,punch 
rj_baran,kupwara 
rj_baran,badgam 
rj_baran,bandipora 
rj_baran,srinagar 
mh_pune,anantnag 
mh_pune,shopian 
mh_pune,badgam 
mh_pune,srinagar 
or_sundargarh,anantnag 
or_sundargarh,baramula 
or_sundargarh,ganderbal 
or_sundargarh,badgam 
or_sundargarh,pulwama 
or_sundargarh,bandipora 
mp_sidhi,anantnag 
mp_sidhi,kulgam 
mp_sidhi,badgam 
mp_sidhi,pulwama 
jk_kupwara,bandipora 
jk_kupwara,baramula 
pb_faridkot,rupnagar 
pb_faridkot,sangrur 
pb_faridkot,patiala 
pb_faridkot,sahibzada ajit singh nagar 
pb_faridkot,ludhiana 
ar_lower subansiri,rupnagar 
ar_lower subansiri,sangrur 
ar_lower subansiri,jalandhar 
ar_lower subansiri,moga 
ar_lower subansiri,fategarh sahib 
ar_lower subansiri,barnala 
ar_lower subansiri,shaheed bhagat singh nagar 
up_mirzapur,bathinda 
up_mirzapur,jalandhar 
up_mirzapur,barnala 
up_mirzapur,firozpur 
up_mirzapur,faridkot 
up_mirzapur,ludhiana 
rj_jaipur,kapurthala 
rj_jaipur,hoshiarpur 
rj_jaipur,moga 
rj_jaipur,firozpur 
rj_jaipur,ludhiana 
rj_jaipur,shaheed bhagat singh nagar 
br_sheikhpura,kapurthala 
br_sheikhpura,rupnagar 
br_sheikhpura,hoshiarpur 
br_sheikhpura,jalandhar 
br_sheikhpura,ludhiana 
as_barpeta,bathinda 
as_barpeta,sangrur 
as_barpeta,mansa 
as_barpeta,moga 
as_barpeta,ludhiana 
up_etawah,muktsar 
up_etawah,bathinda 
up_etawah,moga 
up_etawah,firozpur 
pb_fazilka,kapurthala 
pb_fazilka,tarn taran 
pb_fazilka,fazilka 
pb_fazilka,jalandhar 
pb_fazilka,moga 
pb_fazilka,muktsar 
pb_fazilka,faridkot 
pb_fatehgarh sahib,muktsar 
pb_fatehgarh sahib,firozpur 
pb_fatehgarh sahib,sri ganganagar 
pb_fatehgarh sahib,hanumangarh 
up_kanpur nagar,amritsar 
up_kanpur nagar,hoshiarpur 
up_kanpur nagar,tarn taran 
up_kanpur nagar,jalandhar 
up_kanpur nagar,gurdaspur 
up_kanpur nagar,firozpur 
up_kanpur nagar,shaheed bhagat singh nagar 
mn_tengnoupal,kapurthala 
mn_tengnoupal,firozpur 
mn_tengnoupal,amritsar 
pb_amritsar,kapurthala 
pb_amritsar,gurdaspur 
pb_amritsar,tarn taran 
or_subarnapur,fazilka 
or_subarnapur,hanumangarh 
or_subarnapur,bikaner 
mp_sagar,banas kantha  
mp_sagar,udaipur 
mp_sagar,sirohi 
mp_sagar,mahesana  
mp_sagar,gandhinagar  
mp_sagar,aravalli  
rj_udaipur,jaipur 
rj_udaipur,bundi 
rj_udaipur,ajmer 
rj_udaipur,bhilwara 
rj_udaipur,dausa 
rj_udaipur,sawai madhopur 
rj_bhilwara,rajsamand 
rj_bhilwara,chittorgarh 
rj_bhilwara,bundi 
rj_bhilwara,ajmer 
rj_bhilwara,neemuch 
rj_bhilwara,tonk 
rj_bharatpur,agra 
rj_bharatpur,dhaulpur 
rj_bharatpur,nuh 
rj_bharatpur,dausa 
rj_bharatpur,alwar 
rj_bharatpur,mathura 
rj_bharatpur,karauli 
as_darrang,jaipur 
as_darrang,alwar 
as_darrang,sawai madhopur 
as_darrang,karauli 
as_darrang,tonk 
as_darrang,bharatpur 
tn_dharmapuri,karauli 
tn_dharmapuri,agra 
tn_dharmapuri,bharatpur 
tn_dharmapuri,morena 
pb_kapurthala,dhaulpur 
pb_kapurthala,sheopur 
pb_kapurthala,morena 
pb_kapurthala,dausa 
pb_kapurthala,sawai madhopur 
pb_kapurthala,bharatpur 
up_mathura,agra 
up_mathura,hathras 
up_mathura,nuh 
up_mathura,aligarh 
up_mathura,palwal 
up_mathura,bharatpur 
up_agra,etawah 
up_agra,hathras 
up_agra,dhaulpur 
up_agra,bhind 
up_agra,morena 
up_agra,mathura 
up_agra,etah 
up_agra,firozabad 
up_agra,bharatpur 
mn_senapati,bundi 
mn_senapati,sheopur 
mn_senapati,kota 
mn_senapati,dausa 
mn_senapati,karauli 
mn_senapati,tonk 
gj_morbi,shivpuri 
gj_morbi,agra 
gj_morbi,dhaulpur 
gj_morbi,bhind 
gj_morbi,sheopur 
gj_morbi,gwalior 
gj_morbi,karauli 
jk_shopiyan,shivpuri 
jk_shopiyan,kota 
jk_shopiyan,morena 
jk_shopiyan,baran 
jk_shopiyan,sawai madhopur 
jk_shopiyan,karauli 
rj_kota,chittorgarh 
rj_kota,bundi 
rj_kota,mandsaur 
rj_kota,sheopur 
rj_kota,baran 
rj_kota,sawai madhopur 
rj_kota,jhalawar 
mp_burhanpur,chittorgarh 
mp_burhanpur,bhilwara 
mp_burhanpur,kota 
mp_burhanpur,sawai madhopur 
mp_burhanpur,tonk 
up_bareilly,shivpuri 
up_bareilly,guna 
up_bareilly,sheopur 
up_bareilly,kota 
up_bareilly,jhalawar 
br_jehanabad,rajgarh 
br_jehanabad,guna 
br_jehanabad,ratlam 
br_jehanabad,agar malwa 
br_jehanabad,mandsaur 
br_jehanabad,kota 
br_jehanabad,baran 
tg_siddipet,guna 
tg_siddipet,ashok nagar 
tg_siddipet,jhansi 
tg_siddipet,lalitpur 
tg_siddipet,datia 
tg_siddipet,sheopur 
tg_siddipet,gwalior 
tg_siddipet,morena 
tg_siddipet,baran 
mh_gondia,shivpuri 
mh_gondia,vidisha 
mh_gondia,rajgarh 
mh_gondia,ashok nagar 
mh_gondia,bhopal 
mh_gondia,baran 
mh_gondia,jhalawar 
mp_mandla,chittorgarh 
mp_mandla,ratlam 
mp_mandla,neemuch 
mp_mandla,kota 
mp_mandla,jhalawar 
mp_mandla,pratapgarh 
ka_ramanagara,guna 
ka_ramanagara,shajapur 
ka_ramanagara,agar malwa 
ka_ramanagara,sehore 
ka_ramanagara,bhopal 
ka_ramanagara,jhalawar 
jk_reasi,agar malwa 
jk_reasi,mandsaur 
jk_reasi,ujjain 
jk_reasi,jhabua 
jk_reasi,banswara 
jk_reasi,dhar 
jk_reasi,jhalawar 
jk_reasi,pratapgarh 
mp_agar malwa,rajgarh 
mp_agar malwa,shajapur 
mp_agar malwa,ratlam 
mp_agar malwa,ujjain 
mp_agar malwa,jhalawar 
rj_chittorgarh,rajsamand 
rj_chittorgarh,bundi 
rj_chittorgarh,udaipur 
rj_chittorgarh,mandsaur 
rj_chittorgarh,neemuch 
rj_chittorgarh,bhilwara 
rj_chittorgarh,kota 
rj_chittorgarh,pratapgarh 
mp_neemuch,chittorgarh 
mp_neemuch,mandsaur 
mp_neemuch,pratapgarh 
mp_neemuch,bhilwara 
py_puducherry,chittorgarh 
py_puducherry,ratlam 
py_puducherry,dungarpur 
py_puducherry,udaipur 
py_puducherry,mandsaur 
py_puducherry,neemuch 
py_puducherry,banswara 
up_barabanki,ratlam 
up_barabanki,dahod  
up_barabanki,dungarpur 
up_barabanki,jhabua 
up_barabanki,pratapgarh 
up_barabanki,mahisagar  
jk_doda,udaipur 
jk_doda,banswara 
jk_doda,pratapgarh 
jk_doda,mahisagar  
jk_doda,aravalli  
dn_dadra and nagar haveli,panch mahal  
dn_dadra and nagar haveli,alirajpur 
dn_dadra and nagar haveli,jhabua 
dn_dadra and nagar haveli,banswara 
dn_dadra and nagar haveli,mahisagar  
dn_dadra and nagar haveli,chhota udaipur  
up_jaunpur,ratlam 
up_jaunpur,dahod  
up_jaunpur,alirajpur 
up_jaunpur,banswara 
up_jaunpur,dhar 
py_mahe,dahod  
py_mahe,dungarpur 
py_mahe,aravalli  
py_mahe,panch mahal  
py_mahe,banswara 
py_mahe,kheda  
br_araria,dungarpur 
br_araria,udaipur 
br_araria,sabar kantha  
br_araria,gandhinagar  
br_araria,mahisagar  
br_araria,kheda  
ct_mahasamund,banas kantha  
ct_mahasamund,patan 
ct_mahasamund,sabar kantha  
ct_mahasamund,ahmedabad  
ct_mahasamund,surendranagar  
ct_mahasamund,gandhinagar  
kl_pathanamthitta,surendranagar  
kl_pathanamthitta,kutch  
kl_pathanamthitta,mahesana  
kl_pathanamthitta,banas kantha  
or_gajapati,sabar kantha  
or_gajapati,ahmedabad  
or_gajapati,mahesana  
or_gajapati,kheda  
or_gajapati,aravalli  
mn_tamenglong,patan 
mn_tamenglong,rajkot 
mn_tamenglong,ahmedabad  
mn_tamenglong,mahesana  
mn_tamenglong,botad  
mn_tamenglong,morbi  
mn_tamenglong,kutch  
gj_ahmedabad,anand  
gj_ahmedabad,mahesana  
gj_ahmedabad,botad  
gj_ahmedabad,surendranagar  
gj_ahmedabad,bhavnagar  
gj_ahmedabad,gandhinagar  
gj_ahmedabad,kheda  
hr_palwal,vadodara  
hr_palwal,dahod  
hr_palwal,kheda  
hr_palwal,mahisagar  
hr_palwal,chhota udaipur  
gj_chhota udaipur,vadodara  
gj_chhota udaipur,dahod  
gj_chhota udaipur,narmada  
gj_chhota udaipur,panch mahal  
gj_chhota udaipur,alirajpur 
gj_chhota udaipur,nandubar 
mp_alirajpur,dahod  
mp_alirajpur,barwani 
mp_alirajpur,jhabua 
mp_alirajpur,dhar 
mp_alirajpur,nandubar 
mp_alirajpur,chhota udaipur  
tg_khammam,vadodara  
tg_khammam,anand  
tg_khammam,ahmedabad  
tg_khammam,panch mahal  
tg_khammam,gandhinagar  
tg_khammam,mahisagar  
tg_khammam,aravalli  
up_varanasi,anand  
up_varanasi,bharuch  
up_varanasi,narmada  
up_varanasi,panch mahal  
up_varanasi,chhota udaipur  
up_varanasi,kheda  
up_amroha,vadodara  
up_amroha,ahmedabad  
up_amroha,bharuch  
up_amroha,kheda  
gj_narmada,vadodara  
gj_narmada,bharuch  
gj_narmada,nandubar 
gj_narmada,tapi  
gj_narmada,surat 
gj_narmada,chhota udaipur  
gj_bharuch,vadodara  
gj_bharuch,anand  
gj_bharuch,narmada  
gj_bharuch,surat 
tg_suryapet,narmada  
tg_suryapet,bharuch  
tg_suryapet,tapi  
tg_suryapet,nav sari  
mh_nandurbar,narmada  
mh_nandurbar,barwani 
mh_nandurbar,alirajpur 
mh_nandurbar,dhule 
mh_nandurbar,tapi  
mh_nandurbar,chhota udaipur  
ut_tehri garhwal,narmada  
ut_tehri garhwal,nav sari  
ut_tehri garhwal,dhule 
ut_tehri garhwal,nandubar 
ut_tehri garhwal,the dangs 
ut_tehri garhwal,surat 
gj_navsari,nashik 
gj_navsari,valsad 
gj_navsari,tapi  
gj_navsari,the dangs 
gj_navsari,surat 
kl_thiruvananthapuram,tapi  
kl_thiruvananthapuram,nav sari  
kl_thiruvananthapuram,dhule 
kl_thiruvananthapuram,nashik 
rj_dholpur,nashik 
rj_dholpur,barwani 
rj_dholpur,jalgaon 
rj_dholpur,nandubar 
rj_dholpur,the dangs 
rj_dholpur,tapi  
mh_nashik,nav sari  
mh_nashik,valsad 
mh_nashik,dhule 
mh_nashik,konkan division 
mh_nashik,jalgaon 
mh_nashik,ahmednagar 
mh_nashik,palghar 
mh_nashik,the dangs 
mh_nashik,aurangabad 
mh_nashik,thane 
or_cuttack,palghar 
or_cuttack,valsad 
or_cuttack,konkan division 
mp_vidisha,nashik 
mp_vidisha,konkan division 
mp_vidisha,palghar 
mp_vidisha,nav sari  
mp_vidisha,daman 
mp_vidisha,dadra and nagar haveli 
ct_kondagaon,kolhapur 
ct_kondagaon,sindhudurg 
ct_kondagaon,raigad 
ct_kondagaon,nashik 
ct_kondagaon,thane 
ct_kondagaon,valsad 
ct_kondagaon,mumbai city 
ct_kondagaon,belgaum  
ct_kondagaon,mumbai suburban 
ct_kondagaon,pune  
ct_kondagaon,ahmednagar 
ct_kondagaon,palghar 
ct_kondagaon,north goa 
ct_kondagaon,satara 
ct_kondagaon,ratnagiri 
ct_kondagaon,dadra and nagar haveli 
ct_kondagaon,sangli  
kl_palakkad,nashik 
kl_palakkad,valsad 
kl_palakkad,konkan division 
kl_palakkad,thane 
kl_palakkad,dadra and nagar haveli 
wb_dakshin dinajpur,valsad 
tn_ramanathapuram,porbandar  
tn_ramanathapuram,amreli  
tn_ramanathapuram,junagadh  
tn_ramanathapuram,botad  
tn_ramanathapuram,surendranagar  
tn_ramanathapuram,morbi  
tn_ramanathapuram,jamnagar  
up_moradabad,surendranagar  
up_moradabad,kutch  
up_moradabad,jamnagar  
up_moradabad,rajkot 
jk_budgam,rajkot 
jk_budgam,ahmedabad  
jk_budgam,amreli  
jk_budgam,surendranagar  
jk_budgam,bhavnagar  
gj_bhavnagar,amreli  
gj_bhavnagar,ahmedabad  
gj_bhavnagar,botad  
rj_jodhpur,rajkot 
rj_jodhpur,porbandar  
rj_jodhpur,gir somnath  
rj_jodhpur,amreli  
ap_prakasam,rajkot 
ap_prakasam,devbhumi dwaraka  
ap_prakasam,junagadh  
ap_prakasam,jamnagar  
gj_amreli,rajkot 
gj_amreli,junagadh  
gj_amreli,botad  
gj_amreli,gir somnath  
gj_amreli,bhavnagar  
rj_jalore,rajkot 
rj_jalore,morbi  
rj_jalore,devbhumi dwaraka  
rj_jalore,porbandar  
up_meerut,bijnor 
up_meerut,hapur 
up_meerut,muzaffarnagar 
up_meerut,ghaziabad 
up_meerut,jyotiba phule nagar 
up_meerut,baghpat 
tg_jogulamba gadwal,sambhal 
tg_jogulamba gadwal,bijnor 
tg_jogulamba gadwal,bulandshahr 
tg_jogulamba gadwal,hapur 
tg_jogulamba gadwal,moradabad 
tg_jogulamba gadwal,meerut 
as_hailakandi,gautam buddha nagar 
as_hailakandi,bulandshahr 
as_hailakandi,ghaziabad 
as_hailakandi,jyotiba phule nagar 
as_hailakandi,meerut 
up_aligarh,gautam buddha nagar 
up_aligarh,sambhal 
up_aligarh,bulandshahr 
up_aligarh,hathras 
up_aligarh,kasganj 
up_aligarh,mathura 
up_aligarh,budaun 
up_aligarh,palwal 
mh_buldhana,gautam buddha nagar 
mh_buldhana,sambhal 
mh_buldhana,hapur 
mh_buldhana,aligarh 
mh_buldhana,jyotiba phule nagar 
pb_sangrur,bulandshahr 
pb_sangrur,moradabad 
pb_sangrur,aligarh 
pb_sangrur,jyotiba phule nagar 
pb_sangrur,budaun 
up_hardoi,agra 
up_hardoi,aligarh 
up_hardoi,kasganj 
up_hardoi,mathura 
up_hardoi,etah 
up_bulandshahr,kasganj 
up_bulandshahr,sambhal 
up_bulandshahr,moradabad 
up_bulandshahr,bareilly 
up_bulandshahr,rampur 
up_bulandshahr,aligarh 
up_bulandshahr,shahjahanpur 
up_bulandshahr,farrukhabad 
hr_karnal,hathras 
hr_karnal,aligarh 
hr_karnal,etah 
hr_karnal,budaun 
hr_karnal,farrukhabad 
jh_east singhbhum,agra 
jh_east singhbhum,hathras 
jh_east singhbhum,mainpuri 
jh_east singhbhum,kasganj 
jh_east singhbhum,firozabad 
jh_east singhbhum,farrukhabad 
br_sheohar,pilibhit 
br_sheohar,bareilly 
br_sheohar,kheri 
br_sheohar,budaun 
br_sheohar,farrukhabad 
br_sheohar,hardoi 
up_fatehpur,etah 
up_fatehpur,agra 
up_fatehpur,etawah 
up_fatehpur,mainpuri 
kl_ernakulam,auraiya 
kl_ernakulam,agra 
kl_ernakulam,bhind 
kl_ernakulam,jalaun 
kl_ernakulam,mainpuri 
kl_ernakulam,firozabad 
kl_ernakulam,kannauj 
mp_bhind,etawah 
mp_bhind,jhansi 
mp_bhind,agra 
mp_bhind,datia 
mp_bhind,jalaun 
mp_bhind,gwalior 
mp_bhind,morena 
hr_faridabad,kasganj 
hr_faridabad,mainpuri 
hr_faridabad,shahjahanpur 
hr_faridabad,kannauj 
hr_faridabad,etah 
hr_faridabad,budaun 
hr_faridabad,hardoi 
up_mahoba,etawah 
up_mahoba,etah 
up_mahoba,firozabad 
up_mahoba,farrukhabad 
up_mahoba,kannauj 
mn_kangpokpi,kanpur nagar 
mn_kangpokpi,auraiya 
mn_kangpokpi,etawah 
mn_kangpokpi,kanpur dehat 
mn_kangpokpi,mainpuri 
mn_kangpokpi,farrukhabad 
mn_kangpokpi,hardoi 
mp_khandwa,pilibhit 
mp_khandwa,bahraich 
mp_khandwa,shahjahanpur 
mp_khandwa,sitapur 
mp_khandwa,hardoi 
up_bahraich,sharawasti 
up_bahraich,sitapur 
up_bahraich,barabanki 
up_bahraich,kheri 
up_bahraich,gonda 
hp_shimla,gonda 
hp_shimla,balrampur 
hp_shimla,bahraich 
br_siwan,lucknow 
br_siwan,bahraich 
br_siwan,barabanki 
br_siwan,kheri 
br_siwan,hardoi 
jk_baramulla,lucknow 
jk_baramulla,rae bareilly 
jk_baramulla,amethi 
jk_baramulla,bahraich 
jk_baramulla,faizabad 
jk_baramulla,gonda 
jk_baramulla,sitapur 
as_goalpara,sharawasti 
as_goalpara,balrampur 
as_goalpara,siddharth nagar 
as_goalpara,basti 
as_goalpara,bahraich 
as_goalpara,faizabad 
as_goalpara,barabanki 
ct_balrampur,gonda 
ct_balrampur,sharawasti 
ct_balrampur,siddharth nagar 
jh_simdega,balrampur 
jh_simdega,gorakhpur 
jh_simdega,sait kibir nagar 
jh_simdega,basti 
jh_simdega,gonda 
jh_simdega,mahrajganj 
gj_mahisagar,pashchim champaran 
gj_mahisagar,gorakhpur 
gj_mahisagar,kushinagar 
gj_mahisagar,siddharth nagar 
pb_bathinda,siddharth nagar 
pb_bathinda,sait kibir nagar 
pb_bathinda,ambedkar nagar 
pb_bathinda,faizabad 
pb_bathinda,gonda 
tr_gomati,mau 
tr_gomati,kushinagar 
tr_gomati,siddharth nagar 
tr_gomati,deoria 
tr_gomati,azamgarh 
tr_gomati,sait kibir nagar 
tr_gomati,ambedkar nagar 
tr_gomati,mahrajganj 
jk_samba,ambedkar nagar 
jk_samba,gorakhpur 
jk_samba,basti 
jk_samba,siddharth nagar 
up_kushinagar,pashchim champaran 
up_kushinagar,gopalganj 
up_kushinagar,deoria 
up_kushinagar,gorakhpur 
up_kushinagar,mahrajganj 
or_deogarh,mau 
or_deogarh,gopalganj 
or_deogarh,kushinagar 
or_deogarh,gorakhpur 
or_deogarh,siwan 
or_deogarh,ballia 
up_kannauj,kanpur nagar 
up_kannauj,auraiya 
up_kannauj,hamirpur 
up_kannauj,jalaun 
up_kannauj,kannauj 
pb_gurdaspur,kanpur nagar 
pb_gurdaspur,mahoba 
pb_gurdaspur,kanpur dehat 
pb_gurdaspur,jhansi 
pb_gurdaspur,jalaun 
pb_gurdaspur,banda 
pb_gurdaspur,fatehpur 
mp_ashoknagar,kannauj 
mp_ashoknagar,etawah 
mp_ashoknagar,kanpur dehat 
mp_ashoknagar,jalaun 
rj_jaisalmer,etawah 
rj_jaisalmer,auraiya 
rj_jaisalmer,hamirpur 
rj_jaisalmer,kanpur dehat 
rj_jaisalmer,jhansi 
rj_jaisalmer,bhind 
mp_jhabua,mahoba 
mp_jhabua,shivpuri 
mp_jhabua,hamirpur 
mp_jhabua,lalitpur 
mp_jhabua,tikamgarh 
mp_jhabua,datia 
mp_jhabua,bhind 
mp_jhabua,jalaun 
mp_jhabua,chhatarpur 
mp_jhabua,niwari 
br_lakhisarai,shivpuri 
br_lakhisarai,ashok nagar 
br_lakhisarai,jhansi 
br_lakhisarai,tikamgarh 
br_lakhisarai,sagar 
br_lakhisarai,datia 
br_lakhisarai,chhatarpur 
br_lakhisarai,niwari 
hr_mahendragarh,jhansi 
hr_mahendragarh,banda 
hr_mahendragarh,chhatarpur 
hr_mahendragarh,hamirpur 
wb_darjeeling,shivpuri 
wb_darjeeling,jhansi 
wb_darjeeling,lalitpur 
wb_darjeeling,bhind 
wb_darjeeling,gwalior 
mp_chhatarpur,mahoba 
mp_chhatarpur,damoh 
mp_chhatarpur,jhansi 
mp_chhatarpur,lalitpur 
mp_chhatarpur,tikamgarh 
mp_chhatarpur,sagar 
mp_chhatarpur,banda 
mp_chhatarpur,panna 
tn_tirunelveli,jhansi 
tn_tirunelveli,niwari 
tn_tirunelveli,chhatarpur 
tn_tirunelveli,lalitpur 
tn_nilgiris,jhansi 
tn_nilgiris,tikamgarh 
tn_nilgiris,lalitpur 
